Date,Trap Location,Trap Size,Crew,Trap Stop Time,Trap Start Time,Catch,Sorel_comment,Discharge,Cone RPM,Debris Amount,Debris Size,Water Temp,Water Clarity,Comments
7/14/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,93,,329,7,Small,Small,14.2,Clear,
7/15/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,75,,314,7,Small,Small,14.1,Clear,
7/16/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,61,,289,8.5,Small,Small,15.1,Clear,
7/19/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,29,,226,5.5,Small,Small,14.6,Clear,
7/20/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,41,,229,6,Small,Small,13,Clear,
7/21/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,61,,198,6,Small,Small,11.8,Clear,
7/22/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,11,,182,6,Small,Small,13.3,Clear,
7/23/2014,Nason,1.5 m,"JH,MWC",Continuous,Continuous,16,,187,5.5,Small,Small,12.9,Clear,
7/24/2014,Nason,1.5 m,"MWC, TJ",Continuous,Continuous,52,,213,6,Small,Small,10.7,Clear,
7/25/2014,Nason,1.5 m,"MWC, BH",Continuous,Continuous,40,,210,5.5,Small,Small,12,Clear,
7/26/2014,Nason,1.5 m,"JH, MWC",Continuous,Continuous,15,,171,5,Small,Small,12.5,Clear,
7/27/2014,Nason,1.5 m,"JH, MWC",Continuous,Continuous,7,,156,5,Small,Small,12.2,Clear,
7/28/2014,Nason,1.5 m,"BI,JH",Continuous,Continuous,7,,145,4.5,Small,Small,13.4,Clear,
7/29/2014,Nason,1.5 m,"BI,JH",Continuous,Continuous,6,,137,4,Small,Small,14.8,Clear,
7/30/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,5,,130,4,Small,Small,16.6,Clear,
8/1/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,1,,118,3,Small,Small,16.7,Clear,
8/2/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,12,,118,3,Small,Small,15.5,Clear,
8/3/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,11,,118,3,Small,Small,13.6,Clear,
8/4/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,10,,108,3,Small,Small,15,Clear,
8/5/2014,Nason,1.5 m,"JH, BI",Continuous,Continuous,6,,101,2.5,Small,Small,15.1,Clear,
8/6/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,4,,96.6,2.5,Small,Small,15.3,Clear,Dug out large rocks
8/7/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,2,,93.9,2,Small,Small,15.8,Clear,
8/8/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,1,,90.1,1.5,Small,Small,16.1,Clear,
8/9/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,1,,87.2,2,Small,Small,14.6,Clear,
8/10/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,2,,83.9,2,Small,Small,14.6,Clear,
8/11/2014,Nason,1.5 m,CK,Continuous,Continuous,1,,81.2,1.5,Small,Small,14.9,Clear,
8/12/2014,Nason,1.5 m,CK,Continuous,Continuous,2,,81.3,1.5,Small,Small,16.3,Clear,
8/13/2014,Nason,1.5 m,CK,Continuous,Continuous,1,,168,5.5,Medium,Small,16.1,Cloudy,Bump in flows over night
8/14/2014,Nason,1.5 m,"JH, KS",Continuous,Continuous,3,,132,3,Small,Small,15.2,Cloudy,Lightning
8/15/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,4,,115,3,Small,Small,14.9,Clear,
8/16/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,8,,101,2,Small,Small,14.3,Clear,
8/17/2014,Nason,1.5 m,"MWC, BI",Continuous,Continuous,3,,93.7,2,Small,Small,15.3,Clear,
8/18/2014,Nason,1.5 m,CK,Continuous,Continuous,1,,88.3,2,Small,Small,16,Clear,
8/19/2014,Nason,1.5 m,CK,Continuous,Continuous,NA,,83.3,2,Small,Small,17.2,Clear,
8/20/2014,Nason,1.5 m,CK,Continuous,Continuous,1,,80.2,1.5,Small,Small,16.3,Clear,
8/21/2014,Nason,1.5 m,"KS,TJ",Continuous,Continuous,1,,78.4,1.5,Small,Small,17.5,Clear,
8/22/2014,Nason,1.5 m,KS,Continuous,Continuous,NA,,77.5,1,Small,Small,16.1,Clear,
8/23/2014,Nason,1.5 m,"KS,JH",Continuous,Continuous,2,,79.4,1,Small,Small,13.5,Clear,
8/24/2014,Nason,1.5 m,"BI, JH",Continuous,Continuous,NA,,77.8,1.2,Small,Small,14.4,Clear,
8/25/2014,Nason,1.5 m,"BI,JH",Continuous,Continuous,1,,77.4,1.2,Small,Small,13.5,Clear,
8/26/2014,Nason,1.5 m,"BI,JH",Continuous,Continuous,2,,73.2,1,Small,Small,14,Clear,
8/27/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,1,,70.8,1,Small,Small,15.4,Clear,
9/1/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,1,,69.1,0.75,Small,Small,12.3,Clear,
9/3/2014,Nason,1.5 m,"MWC,KS",Continuous,Continuous,NA,,95.2,2,Small,Small,12.6,Clear,
9/4/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,3,,81.3,2,Small,Small,10.8,Clear,
9/5/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,2,,71.7,2,Small,Small,11.7,Clear,
9/6/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,NA,,67.5,1.5,Small,Small,11.3,Clear,
9/8/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,NA,,63.1,1,Small,Small,12.9,Clear,
9/9/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,NA,,61.8,0.75,Small,Small,12.3,Clear,
9/10/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,1,,62.3,0.75,Small,Small,12.5,Clear,
9/20/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,1,,57.8,0.25,Small,Small,12.5,Clear,
9/25/2014,Nason,1.5 m,"MWC,BI",Continuous,Continuous,NA,,67.3,1.75,Small,Small,12.3,Clear,Lowered Cone
9/27/2014,Nason,1.5 m,"MWC,KS",Continuous,Continuous,2,,67.2,1.5,Small,Small,10.5,Clear,
9/28/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,1,,61.5,1,Small,Small,11.3,Clear,
9/29/2014,Nason,1.5 m,BI,Continuous,Continuous,NA,,58.6,0.75,Small,Small,10.9,Clear,
9/30/2014,Nason,1.5 m,"BI,MWC",Continuous,Continuous,NA,,59,0.75,Medium,Small,11,Clear,
10/1/2014,Nason,1.5 m,"MWC,BH",Continuous,Continuous,1,,66.1,1,Small,Small,9.6,Clear,
10/2/2014,Nason,1.5 m,"MWC,BH",Continuous,Continuous,1,,60.8,1,Small,Small,9.7,Clear,
10/3/2014,Nason,1.5 m,"BI,MWC",Continuous,Continuous,1,,57.6,0.75,Small,Small,9,Clear,
10/4/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,NA,,56.4,0.5,Small,Small,8.9,Clear,
10/5/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,2,,55.4,0.75,Small,Small,9.8,Clear,
10/6/2014,Nason,1.5 m,BI,Continuous,Continuous,1,,53.8,0.5,Small,Small,10.8,Clear,
10/7/2014,Nason,1.5 m,BI,Continuous,Continuous,1,,52.9,0.5,Small,Small,10.8,Clear,
10/8/2014,Nason,1.5 m,"BH,MWC",Continuous,Continuous,NA,,52.4,0.5,Small,Small,12,Clear,
10/10/2014,Nason,1.5 m,"BI,MWC",Continuous,Continuous,NA,,52.3,0.5,Small,Small,9.8,Clear,
10/11/2014,Nason,1.5 m,"MWC,KS",Continuous,Continuous,NA,,53,N/A,Large,Small,11,Clear,
10/12/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,4,,70.9,1.25,Medium,Small,9.8,Clear,
10/14/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,3,,61.6,1,Medium,Small,10.1,Clear,
10/15/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,NA,,68.1,1,Small,Small,10.1,Clear,
10/16/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,3,,93.4,2,Medium,Small,8.3,Clear,Lowered Cone
10/17/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,13,,76.8,2,Small,Small,8.8,Clear,
10/18/2014,Nason,1.5 m,"KS,MWC",Continuous,Continuous,7,,94.6,2.5,Small,Small,9.3,Clear,
10/19/2014,Nason,1.5 m,"BI,MWC",Continuous,Continuous,8,,97.5,3,Small,Small,9,Clear,
10/20/2014,Nason,1.5 m,"JH,BH",Continuous,Continuous,2,,88.6,2.5,Small,Small,9.6,Clear,
10/21/2014,Nason,1.5 m,"JH,BH",Continuous,Continuous,2,,106,3,Small,Small,9,Clear,
10/22/2014,Nason,1.5 m,"KS, MWC",Continuous,Continuous,3,,140,3,Small,Small,7,Clear,1 live adult Coho in trap
10/23/2014,Nason,1.5 m,"KS, TJ",Continuous,Continuous,15,,252,4.5,Large,Small,7.3,Cloudy,
10/24/2014,Nason,1.5 m,"KS, MWC",Continuous,Continuous,33,,223,6,Small,Small,6.8,Cloudy,
10/25/2014,Nason,1.5 m,"KS, MWC",Continuous,Continuous,18,,186,5,Small,Small,6.8,Clear,
10/26/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,18,,266,7.5,Medium,Small,6.9,Clear,
10/28/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,21,,216,6,Small,Small,6.2,Clear,
10/29/2014,Nason,1.5 m,"KS, MWC",Continuous,Continuous,54,,368,6.5,Small,Small,5.3,Clear,
10/31/2014,Nason,1.5 m,"KS, MWC",Continuous,Continuous,77,,523,8,Large,Small,6.8,Cloudy,Heavy debris slowed trap but didn’t stop it
11/1/2014,Nason,1.5 m,"MWC,KS",Continuous,Continuous,27,,391,6.5,Medium,Small,5.8,Clear,
11/2/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,28,,301,7.5,Medium,Small,5.6,Clear,
11/3/2014,Nason,1.5 m,"JH,BH",Continuous,Continuous,20,,290,7,Small,Small,6.4,Clear,
11/6/2014,Nason,1.5 m,"KS, TJ",Continuous,Continuous,11,,569,8,Medium,Small,7.1,Cloudy,
11/8/2014,Nason,1.5 m,"KS, MWC",Continuous,Continuous,25,,427,6.5,Large,Small,4.6,Clear,
11/10/2014,Nason,1.5 m,"JH,BH",Continuous,Continuous,31,,421,7.5,Large,Small,4.1,Clear,
11/21/2014,Nason,1.5 m,"KS, MWC",Continuous,Continuous,7,,148,4,Small,Small,1.8,Clear,
11/22/2014,Nason,1.5 m,"KS, MWC",Continuous,Continuous,13,,156,3.5,Small,Small,1,Clear,
11/23/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,4,,163,5.1,Small,Small,1.2,Clear,
11/24/2014,Nason,1.5 m,"JH,BH",Continuous,Continuous,2,,158,5.5,Small,Small,1.5,Clear,
11/25/2014,Nason,1.5 m,"JH,BI",Continuous,Continuous,9,,655,8,Small,Medium,1.9,Clear,
3/1/2015,Nason,1.5 m,BI,Continuous,Continuous,2,,292,5,S,S,1.7,Clear,
3/2/2015,Nason,1.5 m,"JH,KS,MC",Continuous,Continuous,1,,279,5,S,S,2.5,Clear,
3/3/2015,Nason,1.5 m,"JH,KS,MC",Continuous,Continuous,NA,,261,5.5,S,S,1.3,Clear,
3/4/2015,Nason,1.5 m,CK,Continuous,Continuous,NA,,252,4.5,S,S,1.4,Clear,
3/5/2015,Nason,1.5 m,CK,Continuous,Continuous,1,,246,4,S,S,4,Clear,
3/6/2015,Nason,1.5 m,CK,Continuous,Continuous,NA,,238,4,S,S,3.6,Clear,
3/7/2015,Nason,1.5 m,"JH,MC",Continuous,Continuous,NA,,238,4.5,S,S,6,Clear,
3/8/2015,Nason,1.5 m,"BI,KS",Continuous,Continuous,1,,239,5.5,S,S,3.3,Clear,
3/9/2015,Nason,1.5 m,BI,Continuous,Continuous,NA,,241,5.5,S,S,4.3,Clear,
3/10/2015,Nason,1.5 m,CK,Continuous,Continuous,4,,244,5.5,S,S,3.1,Clear,
3/11/2015,Nason,1.5 m,CK,Continuous,Continuous,1,,251,5.5,S,S,4,Clear,
3/12/2015,Nason,1.5 m,"CK,GW",Continuous,Continuous,9,,302,5.5,S,S,7.6,Clear,
3/13/2015,Nason,1.5 m,GW,Continuous,Continuous,4,,320,5.5,S,S,3.7,Clear,
3/16/2015,Nason,1.5 m,"KS, BI",Continuous,Continuous,9,,659,10,S,S,3,Cloudy,
4/7/2015,Nason,1.5 m,BI,Continuous,Continuous,12,,326,6,S,S,3.7,Clear,
4/8/2015,Nason,1.5 m,"KS,MC",Continuous,Continuous,9,,308,6.5,S,S,3.6,Clear,
4/12/2015,Nason,1.5 m,"KS,BI",Continuous,Continuous,18,,293,6.5,S,S,3,Clear,
4/13/2015,Nason,1.5 m,"KS,BI",Continuous,Continuous,2,,278,6,S,S,3.3,Clear,
4/19/2015,Nason,1.5 m,"KS, BI",Continuous,Continuous,1,,298,6.5,S,S,5.4,Clear,
4/20/2015,Nason,1.5 m,"KS, BI",Continuous,Continuous,7,,329,7,S,S,6.7,Clear,
4/26/2015,Nason,1.5 m,"KS, BI",Continuous,Continuous,2,,290,6.5,S,S,3.8,Clear,
4/27/2015,Nason,1.5 m,"KS, BI",Continuous,Continuous,1,,284,6.5,S,S,5.8,Clear,
4/28/2015,Nason,1.5 m,"KS, BI",Continuous,Continuous,NA,,323,6.5,S,S,6.2,Clear,
6/14/2015,Nason,1.5 m,"BI,KS",Continuous,Continuous,11,,132,4.5,S,S,11.3,Clear,
6/15/2015,Nason,1.5 m,"BI,KS",Continuous,Continuous,5,,123,4,S,S,12.3,Clear,
6/16/2015,Nason,1.5 m,"BI,KS",Continuous,Continuous,1,,116,3.5,S,S,13.4,Clear,
6/18/2015,Nason,1.5 m,"JH,MC",Continuous,Continuous,3,,106,3,S,S,14.5,Clear,
6/19/2015,Nason,1.5 m,"JH,MC",Continuous,Continuous,1,,103,3,S,S,13.8,Clear,
6/20/2015,Nason,1.5 m,"JH,MC",Continuous,Continuous,3,,101,3,S,S,11.9,Clear,
6/21/2015,Nason,1.5 m,"BI,KS",Continuous,Continuous,6,,95.9,2.5,S,S,13.4,Clear,
6/22/2015,Nason,1.5 m,"KS,BI",Continuous,Continuous,6,,91.4,2.5,S,S,13.3,Clear,
6/23/2015,Nason,1.5 m,"KS,BI",Continuous,Continuous,NA,,87.4,2.5,S,S,13.7,Clear,
6/24/2015,Nason,1.5 m,"KS,JH,MC",Continuous,Continuous,NA,,84.8,2.5,S,S,15.5,Clear,
6/25/2015,Nason,1.5 m,"JH,MC",Continuous,Continuous,NA,,82,2.2,S,S,14,Clear,
6/26/2015,Nason,1.5 m,"JH,MC",Continuous,Continuous,2,,79,2.1,S,S,16,Clear,
6/27/2015,Nason,1.5 m,"JH,MC",Continuous,Continuous,1,,76.9,2.1,S,S,16.9,Clear,
6/28/2015,Nason,1.5 m,"KS,BI",Continuous,Continuous,1,,74.8,1.5,S,S,17.9,Clear,
6/29/2015,Nason,1.5 m,"KS,BI",Continuous,Continuous,1,,76.5,1.6,S,S,18.1,Clear,
6/30/2015,Nason,1.5 m,"KS,BI",Continuous,Continuous,6,,75.1,1.5,S,S,18.6,Clear,Suspended tagging at >18
7/1/2015,Nason,1.5 m,"JH,BI",Continuous,Continuous,NA,,70.5,2,S,S,18.3,Clear,
7/3/2015,Nason,1.5 m,"JH,MC",Continuous,Continuous,5,,64.9,2.1,S,S,18.6,Clear,
7/4/2015,Nason,1.5 m,"JH,KS",Continuous,Continuous,2,,62.4,1.9,S,S,18.8,Clear,
7/5/2015,Nason,1.5 m,"JH,KS",Continuous,Continuous,1,,60.3,1.2,S,S,18.2,Clear,
7/6/2015,Nason,1.5 m,"KS, MC",Continuous,Continuous,NA,,58.6,1,S,S,18.2,Clear,
7/7/2015,Nason,1.5 m,"KS, BI",Continuous,Continuous,1,,56.7,2,S,S,17.9,Clear,"Greased system, Flipped debris guard up"
7/10/2015,Nason,1.5 m,"JH,MC",Continuous,Continuous,4,,52.6,1.5,S,S,19.1,Clear,
7/11/2015,Nason,1.5 m,"BI, MC",Continuous,Continuous,1,,52.4,1.2,S,S,18.2,Clear,
7/12/2015,Nason,1.5 m,"KS, BI",Continuous,Continuous,NA,,53.2,1.5,S,S,16.1,Clear,
10/21/2015,Nason,1.5 m,"KS, MC",Continuous,Continuous,NA,,47.8,1.5,M,S,8.3,Clear,
10/22/2015,Nason,1.5 m,"KS, MC",Continuous,Continuous,NA,,44.9,1.5,S,S,8,Clear,
10/23/2015,Nason,1.5 m,"KS, MC",Continuous,Continuous,NA,,43.3,1,M,S,7.4,Clear,
11/4/2015,Nason,1.5 m,"KS, MC",Continuous,Continuous,6,,352,7,S,S,4.3,Cloudy,
11/5/2015,Nason,1.5 m,"MC, BH",Continuous,Continuous,4,,296,6,S,S,5.8,Clear,
11/6/2015,Nason,1.5 m,"KS, MC",Continuous,Continuous,1,,264,6,S,S,5.1,Clear,
11/7/2015,Nason,1.5 m,"KS, MC",Continuous,Continuous,1,,241,6,S,S,5,Clear,
11/11/2015,Nason,1.5 m,"KS, MC",Continuous,Continuous,NA,,238,6.5,S,S,4.8,Clear,
11/12/2015,Nason,1.5 m,"MC, BH",Continuous,Continuous,NA,,219,6.5,S,S,3.8,Clear,
11/25/2015,Nason,1.5 m,"KS,MC",Continuous,Continuous,1,,414,7,S,S,2.2,Cloudy,
11/26/2015,Nason,1.5 m,"MC, BI",Continuous,Continuous,NA,,363,7,S,S,0.8,Clear,
7/7/2016,Nason,1.5 m,"KS,MC",Continuous,Continuous,3,,135,4.5,S,S,12.6,Clear,
7/8/2016,Nason,1.5 m,"KS,MC",Continuous,Continuous,3,,132,4.5,S,S,12.6,Clear,
7/9/2016,Nason,1.5 m,"KS,MC",Continuous,Continuous,1,,142,4.5,S,S,12.7,Clear,
7/10/2016,Nason,1.5 m,"MC,BI",Continuous,Continuous,6,,132,4.5,S,S,12.4,Clear,
7/14/2016,Nason,1.5 m,"KS,MC",Continuous,Continuous,1,,105,3.75,S,S,13.5,Clear,
7/15/2016,Nason,1.5 m,"KS,MC",Continuous,Continuous,2,,100,3.5,S,S,13.4,Clear,
7/16/2016,Nason,1.5 m,"KS,MC",Continuous,Continuous,NA,,98,3.5,S,S,13.6,Clear,Removed PTO from debris wheel to help cone spin
7/17/2016,Nason,1.5 m,"JH,BI",Continuous,Continuous,1,,96.3,4,S,S,13.9,Clear,
7/18/2016,Nason,1.5 m,"JH,BI",Continuous,Continuous,1,,104,4,S,S,12.8,Clear,
7/19/2016,Nason,1.5 m,"JH,BI",Continuous,Continuous,NA,,109,4,S,S,11.2,Clear,
7/20/2016,Nason,1.5 m,"BI,KS",Continuous,Continuous,6,,97.1,3,S,S,12.6,Clear,
7/21/2016,Nason,1.5 m,"KS,MC",Continuous,Continuous,4,,90.7,3.25,S,S,14.3,Clear,
7/22/2016,Nason,1.5 m,"KS,MC",Continuous,Continuous,NA,,90.4,3,S,S,14.4,Clear,
7/23/2016,Nason,1.5 m,"KS,MC",Continuous,Continuous,4,,87.8,3,S,S,13.6,Clear,
7/24/2016,Nason,1.5 m,"JH,BI",Continuous,Continuous,1,,83.5,2,S,S,13.8,Clear,
7/25/2016,Nason,1.5 m,"JH,BI",Continuous,Continuous,2,,79.5,2,S,S,15.3,Clear,
7/27/2016,Nason,1.5 m,"MC,KS,JH",Continuous,Continuous,NA,,73.3,1.5,S,S,16.8,Clear,
7/29/2016,Nason,1.5 m,"KS,MC",Continuous,Continuous,2,,66.6,1.5,S,S,17.7,Clear,
7/30/2016,Nason,1.5 m,"KS,MC",Continuous,Continuous,2,,62.7,1.5,S,S,17.8,Clear,
8/2/2016,Nason,1.5 m,"JH,BI",Continuous,Continuous,NA,,55.7,N/A,S,S,16,Clear,
8/9/2016,Nason,1.5 m,"JH,BI",Continuous,Continuous,1,,61.3,2,S,S,12.1,Clear,Water bumped up
10/10/2016,Nason,1.5 m,TK.KJ,Continuous,Continuous,15,,93.8,2.5,S,S,6.8,Cloudy,
10/11/2016,Nason,1.5 m,"BI,JH",Continuous,Continuous,4,,73.1,2.25,S,S,7.1,Clear,
10/12/2016,Nason,1.5 m,"BI,KS",Continuous,Continuous,3,,59.7,1.5,S,S,6,Cloudy,
10/14/2016,Nason,1.5 m,"KS,MC",Continuous,Continuous,2,,233,6,M,S,6.4,Cloudy,
3/2/2017,Nason,1.5 m,"JH,BI",Continuous,Continuous,NA,,89.4,1,S,S,2.4,Clear,
3/3/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,2,,93.6,1.5,S,S,2,Clear,
3/4/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,2,,103,1.5,S,S,2.1,Clear,
3/5/2017,Nason,1.5 m,"JH,BI",Continuous,Continuous,1,,97.5,1.5,S,S,1.6,Clear,
3/6/2017,Nason,1.5 m,"JH,BI",Continuous,Continuous,3,,93.4,1.5,S,S,2.1,Clear,
3/7/2017,Nason,1.5 m,"JH,TJ",Continuous,Continuous,1,,91.5,1.25,S,S,1.2,Clear,
3/8/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,NA,,90.3,1,S,S,0.9,Clear,
3/11/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,3,,131,3.5,S,S,1.8,Clear,
3/12/2017,Nason,1.5 m,"JH,BI",Continuous,Continuous,1,,147,4,S,S,2.2,Clear,
3/13/2017,Nason,1.5 m,"JH,BI",Continuous,Continuous,7,,182,4.5,S,S,2.8,Clear,
3/14/2017,Nason,1.5 m,"TJ,JH",Continuous,Continuous,22,,388,7,S,S,1.2,Cloudy,
7/20/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,17,,106,3.75,S,S,14,Clear,
7/21/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,1,,103,3.25,S,S,12.8,Clear,
7/22/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,19,,98.3,3,S,S,14,Clear,
7/23/2017,Nason,1.5 m,"JH,KS",Continuous,Continuous,4,,95.3,3,S,S,15.2,Clear,
7/24/2017,Nason,1.5 m,"JH,TJ",Continuous,Continuous,4,,92.3,2.5,S,S,14.5,Clear,
7/25/2017,Nason,1.5 m,"JH,TJ",Continuous,Continuous,5,,88.7,2.5,S,S,14.3,Clear,
7/26/2017,Nason,1.5 m,"JH,MC,KS",Continuous,Continuous,12,,84.7,2.5,S,S,15,Clear,
7/27/2017,Nason,1.5 m,"MC,KS",Continuous,Continuous,7,,80.6,2.5,S,S,15.8,Clear,
7/28/2017,Nason,1.5 m,"MC,KS",Continuous,Continuous,15,,78.1,2.25,S,S,15.5,Clear,
7/29/2017,Nason,1.5 m,"MC,KS",Continuous,Continuous,7,,75.4,2.25,S,S,15.1,Clear,
7/30/2017,Nason,1.5 m,"JH,BI",Continuous,Continuous,7,,72.8,2.5,S,S,15.2,Clear,
7/31/2017,Nason,1.5 m,"JH,TJ",Continuous,Continuous,5,,71.2,1.75,S,S,15.2,Clear,
8/1/2017,Nason,1.5 m,"JH,TJ",Continuous,Continuous,4,,69.3,2,S,S,15.7,Clear,
8/2/2017,Nason,1.5 m,"JH,TJ",Continuous,Continuous,3,,67.7,2,S,S,16,Clear,
8/3/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,4,,66.7,2,S,S,16.1,Clear,
8/4/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,1,,64.1,1.5,S,S,16.3,Clear,
8/5/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,1,,62.3,1.25,S,S,16.5,Cloudy,
8/6/2017,Nason,1.5 m,"JH,KS",Continuous,Continuous,1,,61,2,S,S,15.8,Clear,
8/7/2017,Nason,1.5 m,"JH,TJ",Continuous,Continuous,1,,58.7,1.75,S,S,15.8,Clear,
8/8/2017,Nason,1.5 m,"JH,TJ",Continuous,Continuous,NA,,56.9,1.75,S,S,16.2,Clear,
8/9/2017,Nason,1.5 m,"JH,KS",Continuous,Continuous,NA,,55.3,1.75,S,S,16.8,Clear,
11/3/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,6,,143,4,S,S,4.2,Clear,
11/4/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,9,,130,4,S,S,3.8,Clear,
11/5/2017,Nason,1.5 m,"JH,AT",Continuous,Continuous,15,,124,4,S,S,4.1,Clear,
11/6/2017,Nason,1.5 m,"AT,JH",Continuous,Continuous,19,,117,4,S,S,2.6,Clear,
11/8/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,34,,105,3.5,S,S,3.2,Clear,
11/9/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,28,,104,3.5,S,S,2.7,Clear,
11/10/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,48,,102,3,S,S,3.1,Clear,
11/11/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,28,,97.7,3,S,S,3.7,Clear,
11/12/2017,Nason,1.5 m,"JH,AT",Continuous,Continuous,18,,94.8,3,S,S,4,Clear,
11/13/2017,Nason,1.5 m,"AT,TJ",Continuous,Continuous,7,,102,3,S,S,4,Clear,
11/14/2017,Nason,1.5 m,"BI, AT",Continuous,Continuous,10,,114,4,S,S,3.9,Clear,
11/15/2017,Nason,1.5 m,"TJ,AT",Continuous,Continuous,7,,110,3,S,S,3.8,Clear,
11/16/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,5,,105,3,S,S,3.7,Clear,
11/17/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,3,,101,3,S,S,3.8,Clear,
11/18/2017,Nason,1.5 m,"KS,MC",Continuous,Continuous,6,,95.9,3,S,S,4.3,Clear,
11/19/2017,Nason,1.5 m,"JH,AT",Continuous,Continuous,3,,94.1,3,S,S,3.1,Clear,
11/20/2017,Nason,1.5 m,"AT,TJ",Continuous,Continuous,5,,159,3.5,S,S,2.1,Clear,
11/21/2017,Nason,1.5 m,"BI, AT",Continuous,Continuous,36,,216,5,S,S,2.4,Clear,
3/5/2018,Nason,1.5 m,"JH,BI",Continuous,Continuous,1,,162,4,S,S,2.1,Clear,
3/6/2018,Nason,1.5 m,"JH,TJ",Continuous,Continuous,NA,,157,4,S,S,1.5,Clear,
3/7/2018,Nason,1.5 m,"KS,JH",Continuous,Continuous,NA,,152,4,S,S,1.1,Clear,
3/8/2018,Nason,1.5 m,"KS,MC",Continuous,Continuous,1,,152,4,S,S,2.3,Clear,
3/9/2018,Nason,1.5 m,"KS,MC",Continuous,Continuous,5,,166,4,S,S,2.8,Clear,
3/10/2018,Nason,1.5 m,"KS,MC",Continuous,Continuous,1,,153,4.5,S,S,2.1,Clear,
3/11/2018,Nason,1.5 m,"JH,KS",Continuous,Continuous,4,,148,4,S,S,1.5,Clear,
3/12/2018,Nason,1.5 m,"JH,BI",Continuous,Continuous,8,,149,4,S,S,1.9,Clear,
3/13/2018,Nason,1.5 m,"JH,TJ",Continuous,Continuous,9,,156,4,S,S,2.3,Clear,
3/14/2018,Nason,1.5 m,"JH,MC,TJ",Continuous,Continuous,9,,180,4,S,S,3.2,Clear,
3/15/2018,Nason,1.5 m,"KS,MC",Continuous,Continuous,9,,181,4,S,S,2.8,Clear,
3/16/2018,Nason,1.5 m,"KS,MC",Continuous,Continuous,13,,174,4,S,S,3.3,Clear,
3/17/2018,Nason,1.5 m,"KS,MC",Continuous,Continuous,9,,174,4.5,S,S,2.8,Clear,
3/18/2018,Nason,1.5 m,"JH,MC",Continuous,Continuous,8,,177,5,S,S,3,Clear,
